Row_1,BoardsBeforeCutBill,BoardsAfterCutBill,BoardsInCutBill,MandatoryCuts,CutsMadebyCutBill,CutsPerBoard,Yield,MeanNestingRate,MaxNestingRate,TimesAbove60,LaneFlushes
"[10.75,24] [28,30] [30,32] [34,36] [38,40] [42,44] [44,46] [48,60]",223035,210956,126216,248774,42370,2.91144,0.905731485,0.031358675,0.132535753,0,0
"[10.75,24] [24,26] [28,30] [30,32] [34,36] [38,40] [42,44] [44,46] [48,60]",223035,203092,134080,248774,34506,2.8328,0.906833122,0.032379818,0.1449947,0,0
"[10.75,24] [26,28] [28,30] [30,32] [34,36] [38,40] [42,44] [44,46] [48,60]",223035,203203,133969,248774,34617,2.83391,0.906817573,0.033510804,0.151448864,0,0
"[10.75,24] [24,26] [26,28] [28,30] [30,32] [34,36] [38,40] [42,44] [44,46] [48,60]",223035,195339,141833,248774,26753,2.75527,0.907919211,0.037193544,0.180504041,0,0
"[10.75,24] [32,34] [34,36] [38,40] [42,44] [44,46] [48,60]",223035,218781,118391,248774,50195,2.98969,0.90463531,0.028592707,0.124457813,0,0
"[10.75,24] [24,26] [32,34] [34,36] [38,40] [42,44] [44,46] [48,60]",223035,210917,126255,248774,42331,2.91105,0.905736948,0.029031252,0.127404523,0,0
"[10.75,24] [26,28] [32,34] [34,36] [38,40] [42,44] [44,46] [48,60]",223035,211028,126144,248774,42442,2.91216,0.905721398,0.032496448,0.152001208,0,0
"[10.75,24] [24,26] [26,28] [32,34] [34,36] [38,40] [42,44] [44,46] [48,60]",223035,203164,134008,248774,34578,2.83352,0.906823036,0.037891812,0.140252924,0,0
"[10.75,24] [28,30] [32,34] [34,36] [38,40] [42,44] [44,46] [48,60]",223035,211222,125950,248774,42636,2.9141,0.905694222,0.032068881,0.162554982,0,0
"[10.75,24] [24,26] [28,30] [32,34] [34,36] [38,40] [42,44] [44,46] [48,60]",223035,203358,133814,248774,34772,2.83546,0.90679586,0.032144525,0.197887776,0,0
"[10.75,24] [26,28] [28,30] [32,34] [34,36] [38,40] [42,44] [44,46] [48,60]",223035,203469,133703,248774,34883,2.83657,0.90678031,0.033745035,0.161341752,0,0
"[10.75,24] [24,26] [26,28] [28,30] [32,34] [34,36] [38,40] [42,44] [44,46] [48,60]",223035,195605,141567,248774,27019,2.75793,0.907881948,0.036674345,0.153898637,0,0
"[10.75,24] [30,32] [32,34] [34,36] [38,40] [42,44] [44,46] [48,60]",223035,211285,125887,248774,42699,2.91473,0.905685396,0.039335877,0.166234705,0,0
"[10.75,24] [24,26] [30,32] [32,34] [34,36] [38,40] [42,44] [44,46] [48,60]",223035,203421,133751,248774,34835,2.83609,0.906787034,0.034718629,0.14280505,0,0
"[10.75,24] [26,28] [30,32] [32,34] [34,36] [38,40] [42,44] [44,46] [48,60]",223035,203532,133640,248774,34946,2.8372,0.906771485,0.035823339,0.14346653,0,0
"[10.75,24] [24,26] [26,28] [30,32] [32,34] [34,36] [38,40] [42,44] [44,46] [48,60]",223035,195668,141504,248774,27082,2.75856,0.907873122,0.037025718,0.142480101,0,0
"[10.75,24] [28,30] [30,32] [32,34] [34,36] [38,40] [42,44] [44,46] [48,60]",223035,203726,133446,248774,35140,2.83914,0.906744308,0.036856947,0.175400751,0,0
"[10.75,24] [24,26] [28,30] [30,32] [32,34] [34,36] [38,40] [42,44] [44,46] [48,60]",223035,195862,141310,248774,27276,2.7605,0.907845946,0.036728446,0.142398143,0,0
"[10.75,24] [26,28] [28,30] [30,32] [32,34] [34,36] [38,40] [42,44] [44,46] [48,60]",223035,195973,141199,248774,27387,2.76161,0.907830396,0.038286302,0.146859192,0,0
"[10.75,24] [24,26] [26,28] [28,30] [30,32] [32,34] [34,36] [38,40] [42,44] [44,46] [48,60]",223035,188109,149063,248774,19523,2.68297,0.908932034,0.040585692,0.164336915,0,0
"[10.75,24] [36,38] [38,40] [42,44] [44,46] [48,60]",223035,226168,111004,248774,57582,3.06356,0.903600493,0.026376851,0.130198006,0,0
"[10.75,24] [24,26] [36,38] [38,40] [42,44] [44,46] [48,60]",223035,218304,118868,248774,49718,2.98492,0.904702131,0.028657699,0.138341863,0,0
"[10.75,24] [26,28] [36,38] [38,40] [42,44] [44,46] [48,60]",223035,218415,118757,248774,49829,2.98603,0.904686581,0.200823295,0.456474438,0,2
"[10.75,24] [24,26] [26,28] [36,38] [38,40] [42,44] [44,46] [48,60]",223035,210551,126621,248774,41965,2.90739,0.905788219,0.168151988,0.396648494,0,0
"[10.75,24] [28,30] [36,38] [38,40] [42,44] [44,46] [48,60]",223035,218609,118563,248774,50023,2.98797,0.904659405,0.028144922,0.116762597,0,0
"[10.75,24] [24,26] [28,30] [36,38] [38,40] [42,44] [44,46] [48,60]",223035,210745,126427,248774,42159,2.90933,0.905761043,0.031192278,0.136453838,0,0
"[10.75,24] [26,28] [28,30] [36,38] [38,40] [42,44] [44,46] [48,60]",223035,210856,126316,248774,42270,2.91044,0.905745493,0.030452829,0.142929238,0,0
"[10.75,24] [24,26] [26,28] [28,30] [36,38] [38,40] [42,44] [44,46] [48,60]",223035,202992,134180,248774,34406,2.8318,0.906847131,0.0361586,0.153055348,0,0
"[10.75,24] [30,32] [36,38] [38,40] [42,44] [44,46] [48,60]",223035,218672,118500,248774,50086,2.9886,0.904650579,0.034567203,0.146118099,0,0
"[10.75,24] [24,26] [30,32] [36,38] [38,40] [42,44] [44,46] [48,60]",223035,210808,126364,248774,42222,2.90996,0.905752217,0.031042137,0.132731653,0,0
"[10.75,24] [26,28] [30,32] [36,38] [38,40] [42,44] [44,46] [48,60]",223035,210919,126253,248774,42333,2.91107,0.905736668,0.031653841,0.126840671,0,0
"[10.75,24] [24,26] [26,28] [30,32] [36,38] [38,40] [42,44] [44,46] [48,60]",223035,203055,134117,248774,34469,2.83243,0.906838306,0.033869858,0.135721867,0,0
"[10.75,24] [28,30] [30,32] [36,38] [38,40] [42,44] [44,46] [48,60]",223035,211113,126059,248774,42527,2.91301,0.905709491,0.032261717,0.128845647,0,0
"[10.75,24] [24,26] [28,30] [30,32] [36,38] [38,40] [42,44] [44,46] [48,60]",223035,203249,133923,248774,34663,2.83437,0.906811129,0.032939678,0.128009207,0,0
"[10.75,24] [26,28] [28,30] [30,32] [36,38] [38,40] [42,44] [44,46] [48,60]",223035,203360,133812,248774,34774,2.83548,0.906795579,0.033922128,0.139146152,0,0
"[10.75,24] [24,26] [26,28] [28,30] [30,32] [36,38] [38,40] [42,44] [44,46] [48,60]",223035,195496,141676,248774,26910,2.75684,0.907897217,0.037810635,0.180123861,0,0
"[10.75,24] [32,34] [36,38] [38,40] [42,44] [44,46] [48,60]",223035,218938,118234,248774,50352,2.99126,0.904613316,0.027423981,0.119020077,0,0
"[10.75,24] [24,26] [32,34] [36,38] [38,40] [42,44] [44,46] [48,60]",223035,211074,126098,248774,42488,2.91262,0.905714954,0.028659449,0.110018959,0,0
"[10.75,24] [26,28] [32,34] [36,38] [38,40] [42,44] [44,46] [48,60]",223035,211185,125987,248774,42599,2.91373,0.905699405,0.030591365,0.137189068,0,0
"[10.75,24] [24,26] [26,28] [32,34] [36,38] [38,40] [42,44] [44,46] [48,60]",223035,203321,133851,248774,34735,2.83509,0.906801043,0.035289403,0.147834241,0,0
"[10.75,24] [28,30] [32,34] [36,38] [38,40] [42,44] [44,46] [48,60]",223035,211379,125793,248774,42793,2.91567,0.905672228,0.031620717,0.134426354,0,0
"[10.75,24] [24,26] [28,30] [32,34] [36,38] [38,40] [42,44] [44,46] [48,60]",223035,203515,133657,248774,34929,2.83703,0.906773866,0.032736757,0.129828697,0,0
"[10.75,24] [26,28] [28,30] [32,34] [36,38] [38,40] [42,44] [44,46] [48,60]",223035,203626,133546,248774,35040,2.83814,0.906758316,0.033370496,0.169576271,0,0
"[10.75,24] [24,26] [26,28] [28,30] [32,34] [36,38] [38,40] [42,44] [44,46] [48,60]",223035,195762,141410,248774,27176,2.7595,0.907859954,0.036423304,0.150879803,0,0
"[10.75,24] [30,32] [32,34] [36,38] [38,40] [42,44] [44,46] [48,60]",223035,211442,125730,248774,42856,2.9163,0.905663403,0.038544177,0.165791481,0,0
"[10.75,24] [24,26] [30,32] [32,34] [36,38] [38,40] [42,44] [44,46] [48,60]",223035,203578,133594,248774,34992,2.83766,0.906765041,0.033760383,0.143088095,0,0
"[10.75,24] [26,28] [30,32] [32,34] [36,38] [38,40] [42,44] [44,46] [48,60]",223035,203689,133483,248774,35103,2.83877,0.906749491,0.034661158,0.145519758,0,0
"[10.75,24] [24,26] [26,28] [30,32] [32,34] [36,38] [38,40] [42,44] [44,46] [48,60]",223035,195825,141347,248774,27239,2.76013,0.907851129,0.036279419,0.172225612,0,0
"[10.75,24] [28,30] [30,32] [32,34] [36,38] [38,40] [42,44] [44,46] [48,60]",223035,203883,133289,248774,35297,2.84071,0.906722314,0.03645392,0.15948976,0,0
"[10.75,24] [24,26] [28,30] [30,32] [32,34] [36,38] [38,40] [42,44] [44,46] [48,60]",223035,196019,141153,248774,27433,2.76207,0.907823952,0.03647515,0.155544567,0,0
"[10.75,24] [26,28] [28,30] [30,32] [32,34] [36,38] [38,40] [42,44] [44,46] [48,60]",223035,196130,141042,248774,27544,2.76318,0.907808403,0.037670318,0.151517827,0,0
"[10.75,24] [24,26] [26,28] [28,30] [30,32] [32,34] [36,38] [38,40] [42,44] [44,46] [48,60]",223035,188266,148906,248774,19680,2.68454,0.908910041,0.040788041,0.152860761,0,0
"[10.75,24] [34,36] [36,38] [38,40] [42,44] [44,46] [48,60]",223035,219219,117953,248774,50633,2.99407,0.904573952,0.026680763,0.125905146,0,0
"[10.75,24] [24,26] [34,36] [36,38] [38,40] [42,44] [44,46] [48,60]",223035,211355,125817,248774,42769,2.91543,0.90567559,0.028300883,0.12641192,0,0
"[10.75,24] [26,28] [34,36] [36,38] [38,40] [42,44] [44,46] [48,60]",223035,211466,125706,248774,42880,2.91654,0.905660041,0.035610886,0.170851936,0,0
"[10.75,24] [24,26] [26,28] [34,36] [36,38] [38,40] [42,44] [44,46] [48,60]",223035,203602,133570,248774,35016,2.8379,0.906761678,0.041727254,0.17062617,0,0
"[10.75,24] [28,30] [34,36] [36,38] [38,40] [42,44] [44,46] [48,60]",223035,211660,125512,248774,43074,2.91848,0.905632864,0.03037964,0.158785073,0,0
"[10.75,24] [24,26] [28,30] [34,36] [36,38] [38,40] [42,44] [44,46] [48,60]",223035,203796,133376,248774,35210,2.83984,0.906734502,0.032020192,0.133518935,0,0
"[10.75,24] [26,28] [28,30] [34,36] [36,38] [38,40] [42,44] [44,46] [48,60]",223035,203907,133265,248774,35321,2.84095,0.906718952,0.033450188,0.161533562,0,0
"[10.75,24] [24,26] [26,28] [28,30] [34,36] [36,38] [38,40] [42,44] [44,46] [48,60]",223035,196043,141129,248774,27457,2.76231,0.90782059,0.037107559,0.154920033,0,0
"[10.75,24] [30,32] [34,36] [36,38] [38,40] [42,44] [44,46] [48,60]",223035,211723,125449,248774,43137,2.91911,0.905624038,0.040557461,0.171383836,0,0
"[10.75,24] [24,26] [30,32] [34,36] [36,38] [38,40] [42,44] [44,46] [48,60]",223035,203859,133313,248774,35273,2.84047,0.906725676,0.033967975,0.13622145,0,0
"[10.75,24] [26,28] [30,32] [34,36] [36,38] [38,40] [42,44] [44,46] [48,60]",223035,203970,133202,248774,35384,2.84158,0.906710127,0.035232332,0.1582768,0,0
"[10.75,24] [24,26] [26,28] [30,32] [34,36] [36,38] [38,40] [42,44] [44,46] [48,60]",223035,196106,141066,248774,27520,2.76294,0.907811765,0.036943523,0.14023722,0,0
"[10.75,24] [28,30] [30,32] [34,36] [36,38] [38,40] [42,44] [44,46] [48,60]",223035,204164,133008,248774,35578,2.84352,0.90668295,0.036309573,0.157488283,0,0
"[10.75,24] [24,26] [28,30] [30,32] [34,36] [36,38] [38,40] [42,44] [44,46] [48,60]",223035,196300,140872,248774,27714,2.76488,0.907784588,0.0368292,0.174471969,0,0
"[10.75,24] [26,28] [28,30] [30,32] [34,36] [36,38] [38,40] [42,44] [44,46] [48,60]",223035,196411,140761,248774,27825,2.76599,0.907769038,0.038364189,0.151776755,0,0
"[10.75,24] [24,26] [26,28] [28,30] [30,32] [34,36] [36,38] [38,40] [42,44] [44,46] [48,60]",223035,188547,148625,248774,19961,2.68735,0.908870676,0.041361959,0.16796511,0,0
"[10.75,24] [32,34] [34,36] [36,38] [38,40] [42,44] [44,46] [48,60]",223035,211989,125183,248774,43403,2.92177,0.905586775,0.031285495,0.146896928,0,0
"[10.75,24] [24,26] [32,34] [34,36] [36,38] [38,40] [42,44] [44,46] [48,60]",223035,204125,133047,248774,35539,2.84313,0.906688413,0.03128607,0.136708526,0,0
"[10.75,24] [26,28] [32,34] [34,36] [36,38] [38,40] [42,44] [44,46] [48,60]",223035,204236,132936,248774,35650,2.84424,0.906672864,0.035294421,0.141832811,0,0
"[10.75,24] [24,26] [26,28] [32,34] [34,36] [36,38] [38,40] [42,44] [44,46] [48,60]",223035,196372,140800,248774,27786,2.7656,0.907774502,0.03857318,0.170653843,0,0
"[10.75,24] [28,30] [32,34] [34,36] [36,38] [38,40] [42,44] [44,46] [48,60]",223035,204430,132742,248774,35844,2.84618,0.906645687,0.041787806,0.175362065,0,0
"[10.75,24] [24,26] [28,30] [32,34] [34,36] [36,38] [38,40] [42,44] [44,46] [48,60]",223035,196566,140606,248774,27980,2.76754,0.907747325,0.037946696,0.166031395,0,0
"[10.75,24] [26,28] [28,30] [32,34] [34,36] [36,38] [38,40] [42,44] [44,46] [48,60]",223035,196677,140495,248774,28091,2.76865,0.907731775,0.040456324,0.197072846,0,0
"[10.75,24] [24,26] [26,28] [28,30] [32,34] [34,36] [36,38] [38,40] [42,44] [44,46] [48,60]",223035,188813,148359,248774,20227,2.69001,0.908833413,0.042256486,0.17613562,0,0
"[10.75,24] [30,32] [32,34] [34,36] [36,38] [38,40] [42,44] [44,46] [48,60]",223035,204493,132679,248774,35907,2.84681,0.906636862,0.06152458,0.221255269,0,0
"[10.75,24] [24,26] [30,32] [32,34] [34,36] [36,38] [38,40] [42,44] [44,46] [48,60]",223035,196629,140543,248774,28043,2.76817,0.9077385,0.04500796,0.222496056,0,0
"[10.75,24] [26,28] [30,32] [32,34] [34,36] [36,38] [38,40] [42,44] [44,46] [48,60]",223035,196740,140432,248774,28154,2.76928,0.90772295,0.045316192,0.16883827,0,0
"[10.75,24] [24,26] [26,28] [30,32] [32,34] [34,36] [36,38] [38,40] [42,44] [44,46] [48,60]",223035,188876,148296,248774,20290,2.69064,0.908824588,0.044732068,0.162846824,0,0
"[10.75,24] [28,30] [30,32] [32,34] [34,36] [36,38] [38,40] [42,44] [44,46] [48,60]",223035,196934,140238,248774,28348,2.77122,0.907695773,0.05766325,0.236183246,0,0
"[10.75,24] [24,26] [28,30] [30,32] [32,34] [34,36] [36,38] [38,40] [42,44] [44,46] [48,60]",223035,189070,148102,248774,20484,2.69258,0.908797411,0.049187876,0.183740069,0,0
"[10.75,24] [26,28] [28,30] [30,32] [32,34] [34,36] [36,38] [38,40] [42,44] [44,46] [48,60]",223035,189181,147991,248774,20595,2.69369,0.908781862,0.054460285,0.196773585,0,0
"[10.75,24] [24,26] [26,28] [28,30] [30,32] [32,34] [34,36] [36,38] [38,40] [42,44] [44,46] [48,60]",223035,181317,155855,248774,12731,2.61505,0.9098835,0.05346207,0.210123813,0,0
"[10.75,24] [40,42] [42,44] [44,46] [48,60]",223035,233095,104077,248774,64509,3.13283,0.902630116,0.030525234,0.124765288,0,0
"[10.75,24] [24,26] [40,42] [42,44] [44,46] [48,60]",223035,225231,111941,248774,56645,3.05419,0.903731754,0.028281366,0.138408294,0,0
"[10.75,24] [26,28] [40,42] [42,44] [44,46] [48,60]",223035,225342,111830,248774,56756,3.0553,0.903716204,0.029430183,0.157737689,0,0
"[10.75,24] [24,26] [26,28] [40,42] [42,44] [44,46] [48,60]",223035,217478,119694,248774,48892,2.97666,0.904817842,0.039882019,0.206828402,0,0
"[10.75,24] [28,30] [40,42] [42,44] [44,46] [48,60]",223035,225536,111636,248774,56950,3.05724,0.903689028,0.026799533,0.109166713,0,0
"[10.75,24] [24,26] [28,30] [40,42] [42,44] [44,46] [48,60]",223035,217672,119500,248774,49086,2.9786,0.904790666,0.02948797,0.145499138,0,0
"[10.75,24] [26,28] [28,30] [40,42] [42,44] [44,46] [48,60]",223035,217783,119389,248774,49197,2.97971,0.904775116,0.029733934,0.162692154,0,0
"[10.75,24] [24,26] [26,28] [28,30] [40,42] [42,44] [44,46] [48,60]",223035,209919,127253,248774,41333,2.90107,0.905876754,0.036340158,0.16241472,0,0
"[10.75,24] [30,32] [40,42] [42,44] [44,46] [48,60]",223035,225599,111573,248774,57013,3.05787,0.903680202,0.029526544,0.141308283,0,0
"[10.75,24] [24,26] [30,32] [40,42] [42,44] [44,46] [48,60]",223035,217735,119437,248774,49149,2.97923,0.90478184,0.0291665,0.133543006,0,0
"[10.75,24] [26,28] [30,32] [40,42] [42,44] [44,46] [48,60]",223035,217846,119326,248774,49260,2.98034,0.904766291,0.029200546,0.115982926,0,0
"[10.75,24] [24,26] [26,28] [30,32] [40,42] [42,44] [44,46] [48,60]",223035,209982,127190,248774,41396,2.9017,0.905867928,0.0329628,0.144822501,0,0
"[10.75,24] [28,30] [30,32] [40,42] [42,44] [44,46] [48,60]",223035,218040,119132,248774,49454,2.98228,0.904739114,0.02919271,0.124262124,0,0
"[10.75,24] [24,26] [28,30] [30,32] [40,42] [42,44] [44,46] [48,60]",223035,210176,126996,248774,41590,2.90364,0.905840752,0.031411246,0.147198558,0,0
"[10.75,24] [26,28] [28,30] [30,32] [40,42] [42,44] [44,46] [48,60]",223035,210287,126885,248774,41701,2.90475,0.905825202,0.031233154,0.133749366,0,0
"[10.75,24] [24,26] [26,28] [28,30] [30,32] [40,42] [42,44] [44,46] [48,60]",223035,202423,134749,248774,33837,2.82611,0.90692684,0.036353437,0.16412001,0,0
"[10.75,24] [32,34] [40,42] [42,44] [44,46] [48,60]",223035,225865,111307,248774,57279,3.06053,0.903642939,0.027183407,0.123974077,0,0
"[10.75,24] [24,26] [32,34] [40,42] [42,44] [44,46] [48,60]",223035,218001,119171,248774,49415,2.98189,0.904744577,0.028509851,0.122896193,0,0
"[10.75,24] [26,28] [32,34] [40,42] [42,44] [44,46] [48,60]",223035,218112,119060,248774,49526,2.983,0.904729028,0.029168817,0.128931747,0,0
"[10.75,24] [24,26] [26,28] [32,34] [40,42] [42,44] [44,46] [48,60]",223035,210248,126924,248774,41662,2.90436,0.905830666,0.033466032,0.151630318,0,0
"[10.75,24] [28,30] [32,34] [40,42] [42,44] [44,46] [48,60]",223035,218306,118866,248774,49720,2.98494,0.904701851,0.029340023,0.122552648,0,0
"[10.75,24] [24,26] [28,30] [32,34] [40,42] [42,44] [44,46] [48,60]",223035,210442,126730,248774,41856,2.9063,0.905803489,0.031415292,0.145229745,0,0
"[10.75,24] [26,28] [28,30] [32,34] [40,42] [42,44] [44,46] [48,60]",223035,210553,126619,248774,41967,2.90741,0.905787939,0.031764111,0.130542734,0,0
"[10.75,24] [24,26] [26,28] [28,30] [32,34] [40,42] [42,44] [44,46] [48,60]",223035,202689,134483,248774,34103,2.82877,0.906889577,0.035605648,0.154571002,0,0
"[10.75,24] [30,32] [32,34] [40,42] [42,44] [44,46] [48,60]",223035,218369,118803,248774,49783,2.98557,0.904693025,0.031727087,0.142315315,0,0
"[10.75,24] [24,26] [30,32] [32,34] [40,42] [42,44] [44,46] [48,60]",223035,210505,126667,248774,41919,2.90693,0.905794663,0.030691702,0.139301639,0,0
"[10.75,24] [26,28] [30,32] [32,34] [40,42] [42,44] [44,46] [48,60]",223035,210616,126556,248774,42030,2.90804,0.905779114,0.030430865,0.134661906,0,0
"[10.75,24] [24,26] [26,28] [30,32] [32,34] [40,42] [42,44] [44,46] [48,60]",223035,202752,134420,248774,34166,2.8294,0.906880752,0.033895961,0.13169595,0,0
"[10.75,24] [28,30] [30,32] [32,34] [40,42] [42,44] [44,46] [48,60]",223035,210810,126362,248774,42224,2.90998,0.905751937,0.031484862,0.147335139,0,0
"[10.75,24] [24,26] [28,30] [30,32] [32,34] [40,42] [42,44] [44,46] [48,60]",223035,202946,134226,248774,34360,2.83134,0.906853575,0.033303551,0.150899382,0,0
"[10.75,24] [26,28] [28,30] [30,32] [32,34] [40,42] [42,44] [44,46] [48,60]",223035,203057,134115,248774,34471,2.83245,0.906838025,0.033235018,0.184262123,0,0
"[10.75,24] [24,26] [26,28] [28,30] [30,32] [32,34] [40,42] [42,44] [44,46] [48,60]",223035,195193,141979,248774,26607,2.75381,0.907939663,0.037621939,0.154396715,0,0
"[10.75,24] [34,36] [40,42] [42,44] [44,46] [48,60]",223035,226146,111026,248774,57560,3.06334,0.903603575,0.025865208,0.128312114,0,0
"[10.75,24] [24,26] [34,36] [40,42] [42,44] [44,46] [48,60]",223035,218282,118890,248774,49696,2.9847,0.904705213,0.027863302,0.12124952,0,0
"[10.75,24] [26,28] [34,36] [40,42] [42,44] [44,46] [48,60]",223035,218393,118779,248774,49807,2.98581,0.904689663,0.03912726,0.144507716,0,0
"[10.75,24] [24,26] [26,28] [34,36] [40,42] [42,44] [44,46] [48,60]",223035,210529,126643,248774,41943,2.90717,0.905791301,0.052070954,0.19542448,0,0
"[10.75,24] [28,30] [34,36] [40,42] [42,44] [44,46] [48,60]",223035,218587,118585,248774,50001,2.98775,0.904662487,0.028184351,0.128864848,0,0
"[10.75,24] [24,26] [28,30] [34,36] [40,42] [42,44] [44,46] [48,60]",223035,210723,126449,248774,42137,2.90911,0.905764125,0.031004253,0.147859106,0,0
"[10.75,24] [26,28] [28,30] [34,36] [40,42] [42,44] [44,46] [48,60]",223035,210834,126338,248774,42248,2.91022,0.905748575,0.032224858,0.131564241,0,0
"[10.75,24] [24,26] [26,28] [28,30] [34,36] [40,42] [42,44] [44,46] [48,60]",223035,202970,134202,248774,34384,2.83158,0.906850213,0.038625506,0.162792846,0,0
"[10.75,24] [30,32] [34,36] [40,42] [42,44] [44,46] [48,60]",223035,218650,118522,248774,50064,2.98838,0.904653661,0.032444076,0.139893649,0,0
"[10.75,24] [24,26] [30,32] [34,36] [40,42] [42,44] [44,46] [48,60]",223035,210786,126386,248774,42200,2.90974,0.905755299,0.029914535,0.139813404,0,0
"[10.75,24] [26,28] [30,32] [34,36] [40,42] [42,44] [44,46] [48,60]",223035,210897,126275,248774,42311,2.91085,0.90573975,0.032406068,0.126078298,0,0
"[10.75,24] [24,26] [26,28] [30,32] [34,36] [40,42] [42,44] [44,46] [48,60]",223035,203033,134139,248774,34447,2.83221,0.906841388,0.03818063,0.139758602,0,0
"[10.75,24] [28,30] [30,32] [34,36] [40,42] [42,44] [44,46] [48,60]",223035,211091,126081,248774,42505,2.91279,0.905712573,0.030352964,0.132197213,0,0
"[10.75,24] [24,26] [28,30] [30,32] [34,36] [40,42] [42,44] [44,46] [48,60]",223035,203227,133945,248774,34641,2.83415,0.906814211,0.032322666,0.181228604,0,0
"[10.75,24] [26,28] [28,30] [30,32] [34,36] [40,42] [42,44] [44,46] [48,60]",223035,203338,133834,248774,34752,2.83526,0.906798661,0.033850626,0.134764169,0,0
"[10.75,24] [24,26] [26,28] [28,30] [30,32] [34,36] [40,42] [42,44] [44,46] [48,60]",223035,195474,141698,248774,26888,2.75662,0.907900299,0.039341764,0.165067374,0,0
"[10.75,24] [32,34] [34,36] [40,42] [42,44] [44,46] [48,60]",223035,218916,118256,248774,50330,2.99104,0.904616398,0.027856135,0.128357057,0,0
"[10.75,24] [24,26] [32,34] [34,36] [40,42] [42,44] [44,46] [48,60]",223035,211052,126120,248774,42466,2.9124,0.905718036,0.029082705,0.121909025,0,0
"[10.75,24] [26,28] [32,34] [34,36] [40,42] [42,44] [44,46] [48,60]",223035,211163,126009,248774,42577,2.91351,0.905702487,0.032416203,0.135273946,0,0
"[10.75,24] [24,26] [26,28] [32,34] [34,36] [40,42] [42,44] [44,46] [48,60]",223035,203299,133873,248774,34713,2.83487,0.906804125,0.037105488,0.143369744,0,0
"[10.75,24] [28,30] [32,34] [34,36] [40,42] [42,44] [44,46] [48,60]",223035,211357,125815,248774,42771,2.91545,0.90567531,0.030552874,0.123521774,0,0
"[10.75,24] [24,26] [28,30] [32,34] [34,36] [40,42] [42,44] [44,46] [48,60]",223035,203493,133679,248774,34907,2.83681,0.906776948,0.032180532,0.143498816,0,0
"[10.75,24] [26,28] [28,30] [32,34] [34,36] [40,42] [42,44] [44,46] [48,60]",223035,203604,133568,248774,35018,2.83792,0.906761398,0.033537876,0.143259431,0,0
"[10.75,24] [24,26] [26,28] [28,30] [32,34] [34,36] [40,42] [42,44] [44,46] [48,60]",223035,195740,141432,248774,27154,2.75928,0.907863036,0.038311579,0.15323814,0,0
"[10.75,24] [30,32] [32,34] [34,36] [40,42] [42,44] [44,46] [48,60]",223035,211420,125752,248774,42834,2.91608,0.905666485,0.035389148,0.146795651,0,0
"[10.75,24] [24,26] [30,32] [32,34] [34,36] [40,42] [42,44] [44,46] [48,60]",223035,203556,133616,248774,34970,2.83744,0.906768122,0.033262187,0.149433167,0,0
"[10.75,24] [26,28] [30,32] [32,34] [34,36] [40,42] [42,44] [44,46] [48,60]",223035,203667,133505,248774,35081,2.83855,0.906752573,0.034399042,0.158915541,0,0
"[10.75,24] [24,26] [26,28] [30,32] [32,34] [34,36] [40,42] [42,44] [44,46] [48,60]",223035,195803,141369,248774,27217,2.75991,0.907854211,0.038058478,0.150727261,0,0
"[10.75,24] [28,30] [30,32] [32,34] [34,36] [40,42] [42,44] [44,46] [48,60]",223035,203861,133311,248774,35275,2.84049,0.906725396,0.034123236,0.136312474,0,0
"[10.75,24] [24,26] [28,30] [30,32] [32,34] [34,36] [40,42] [42,44] [44,46] [48,60]",223035,195997,141175,248774,27411,2.76185,0.907827034,0.03590378,0.2030916,0,0
"[10.75,24] [26,28] [28,30] [30,32] [32,34] [34,36] [40,42] [42,44] [44,46] [48,60]",223035,196108,141064,248774,27522,2.76296,0.907811485,0.037082354,0.165517796,0,0
"[10.75,24] [24,26] [26,28] [28,30] [30,32] [32,34] [34,36] [40,42] [42,44] [44,46] [48,60]",223035,188244,148928,248774,19658,2.68432,0.908913122,0.041068116,0.148652084,0,0
"[10.75,24] [36,38] [40,42] [42,44] [44,46] [48,60]",223035,226303,110869,248774,57717,3.06491,0.903581581,0.026928387,0.158393614,0,0
"[10.75,24] [24,26] [36,38] [40,42] [42,44] [44,46] [48,60]",223035,218439,118733,248774,49853,2.98627,0.904683219,0.029251284,0.130799545,0,0
"[10.75,24] [26,28] [36,38] [40,42] [42,44] [44,46] [48,60]",223035,218550,118622,248774,49964,2.98738,0.90466767,0.120070077,0.361503066,0,0
"[10.75,24] [24,26] [26,28] [36,38] [40,42] [42,44] [44,46] [48,60]",223035,210686,126486,248774,42100,2.90874,0.905769308,0.087153922,0.2573966,0,0
"[10.75,24] [28,30] [36,38] [40,42] [42,44] [44,46] [48,60]",223035,218744,118428,248774,50158,2.98932,0.904640493,0.028421331,0.139867673,0,0
"[10.75,24] [24,26] [28,30] [36,38] [40,42] [42,44] [44,46] [48,60]",223035,210880,126292,248774,42294,2.91068,0.905742131,0.032263589,0.139388539,0,0
"[10.75,24] [26,28] [28,30] [36,38] [40,42] [42,44] [44,46] [48,60]",223035,210991,126181,248774,42405,2.91179,0.905726581,0.03177929,0.138529448,0,0
"[10.75,24] [24,26] [26,28] [28,30] [36,38] [40,42] [42,44] [44,46] [48,60]",223035,203127,134045,248774,34541,2.83315,0.906828219,0.038810717,0.154377658,0,0
